324;HUACACHI;activo;3;27;2/01/1900;3/01/1900
325;HUACCHIS;activo;3;27;2/01/1900;3/01/1900
326;HUACHIS;activo;3;27;2/01/1900;3/01/1900
327;HUANTAR;activo;3;27;2/01/1900;3/01/1900
328;MASIN;activo;3;27;2/01/1900;3/01/1900
329;PAUCAS;activo;3;27;2/01/1900;3/01/1900
330;PONTO;activo;3;27;2/01/1900;3/01/1900
331;RAHUAPAMPA;activo;3;27;2/01/1900;3/01/1900
332;RAPAYAN;activo;3;27;2/01/1900;3/01/1900
333;SAN MARCOS;activo;3;27;2/01/1900;3/01/1900
334;SAN PEDRO DE CHANA;activo;3;27;2/01/1900;3/01/1900
335;UCO;activo;3;27;2/01/1900;3/01/1900
336;HUARMEY;activo;3;28;2/01/1900;3/01/1900
337;COCHAPETI;activo;3;28;2/01/1900;3/01/1900
338;CULEBRAS;activo;3;28;2/01/1900;3/01/1900
339;HUAYAN;activo;3;28;2/01/1900;3/01/1900
340;MALVAS;activo;3;28;2/01/1900;3/01/1900
341;CARAZ;activo;3;29;2/01/1900;3/01/1900
342;HUALLANCA;activo;3;29;2/01/1900;3/01/1900
343;HUATA;activo;3;29;2/01/1900;3/01/1900
344;HUAYLAS;activo;3;29;2/01/1900;3/01/1900
345;MATO;activo;3;29;2/01/1900;3/01/1900
346;PAMPAROMAS;activo;3;29;2/01/1900;3/01/1900
347;PUEBLO LIBRE;activo;3;29;2/01/1900;3/01/1900
348;SANTA CRUZ (Huaripampa);activo;3;29;2/01/1900;3/01/1900
349;SANTO TORIBIO;activo;3;29;2/01/1900;3/01/1900
350;YURACMARCA;activo;3;29;2/01/1900;3/01/1900
351;PISCOBAMBA;activo;3;30;2/01/1900;3/01/1900
352;CASCA;activo;3;30;2/01/1900;3/01/1900
353;ELEAZAR GUZMAN BARRON;activo;3;30;2/01/1900;3/01/1900
354;FIDEL OLIVAS ESCUDERO (Sanachgan);activo;3;30;2/01/1900;3/01/1900
355;LLAMA;activo;3;30;2/01/1900;3/01/1900
356;LLUMPA;activo;3;30;2/01/1900;3/01/1900
357;LUCMA;activo;3;30;2/01/1900;3/01/1900
358;MUSGA;activo;3;30;2/01/1900;3/01/1900
359;OCROS;activo;3;31;2/01/1900;3/01/1900
360;ACAS;activo;3;31;2/01/1900;3/01/1900
361;CAJAMARQUILLA;activo;3;31;2/01/1900;3/01/1900
362;CARHUAPAMPA;activo;3;31;2/01/1900;3/01/1900
363;COCHAS (Huanchay);activo;3;31;2/01/1900;3/01/1900
364;CONGAS;activo;3;31;2/01/1900;3/01/1900
365;LLIPA;activo;3;31;2/01/1900;3/01/1900
366;SAN CRISTOBAL DE RAJAN;activo;3;31;2/01/1900;3/01/1900
367;SAN PEDRO;activo;3;31;2/01/1900;3/01/1900
368;SANTIAGO DE CHILCAS;activo;3;31;2/01/1900;3/01/1900
369;CABANA;activo;3;32;2/01/1900;3/01/1900
370;BOLOGNESI;activo;3;32;2/01/1900;3/01/1900
371;CONCHUCOS;activo;3;32;2/01/1900;3/01/1900
372;HUACASCHUQUE;activo;3;32;2/01/1900;3/01/1900
373;HUANDOVAL;activo;3;32;2/01/1900;3/01/1900
374;LACABAMBA;activo;3;32;2/01/1900;3/01/1900
375;LLAPO;activo;3;32;2/01/1900;3/01/1900
376;PALLASCA;activo;3;32;2/01/1900;3/01/1900
377;PAMPAS;activo;3;32;2/01/1900;3/01/1900
378;SANTA ROSA;activo;3;32;2/01/1900;3/01/1900
379;TAUCA;activo;3;32;2/01/1900;3/01/1900
380;POMABAMBA;activo;3;33;2/01/1900;3/01/1900
381;HUAYLLAN;activo;3;33;2/01/1900;3/01/1900
382;PAROBAMBA;activo;3;33;2/01/1900;3/01/1900
383;QUINUABAMBA;activo;3;33;2/01/1900;3/01/1900
384;RECUAY;activo;3;34;2/01/1900;3/01/1900
385;CATAC;activo;3;34;2/01/1900;3/01/1900
386;COTAPARACO;activo;3;34;2/01/1900;3/01/1900
387;HUAYLLAPAMPA;activo;3;34;2/01/1900;3/01/1900
388;LLACLLIN;activo;3;34;2/01/1900;3/01/1900
389;MARCA;activo;3;34;2/01/1900;3/01/1900
390;PAMPAS CHICO;activo;3;34;2/01/1900;3/01/1900
391;PARARIN;activo;3;34;2/01/1900;3/01/1900
392;TAPACOCHA;activo;3;34;2/01/1900;3/01/1900
393;TICAPAMPA;activo;3;34;2/01/1900;3/01/1900
394;CHIMBOTE;activo;3;35;2/01/1900;3/01/1900
395;CACERES DEL PERU;activo;3;35;2/01/1900;3/01/1900
396;COISHCO;activo;3;35;2/01/1900;3/01/1900
397;MACATE;activo;3;35;2/01/1900;3/01/1900
398;MORO;activo;3;35;2/01/1900;3/01/1900
399;NEPEnA;activo;3;35;2/01/1900;3/01/1900
400;SAMANCO;activo;3;35;2/01/1900;3/01/1900
401;SANTA;activo;3;35;2/01/1900;3/01/1900
402;NUEVO CHIMBOTE (Buenos Aires);activo;3;35;2/01/1900;3/01/1900
403;SIHUAS;activo;3;36;2/01/1900;3/01/1900
404;ACOBAMBA;activo;3;36;2/01/1900;3/01/1900
405;ALFONSO UGARTE;activo;3;36;2/01/1900;3/01/1900
406;CASHAPAMPA;activo;3;36;2/01/1900;3/01/1900
407;CHINGALPO;activo;3;36;2/01/1900;3/01/1900
408;HUAYLLABAMBA;activo;3;36;2/01/1900;3/01/1900
409;QUICHES;activo;3;36;2/01/1900;3/01/1900
410;RAGASH;activo;3;36;2/01/1900;3/01/1900
411;SAN JUAN;activo;3;36;2/01/1900;3/01/1900
412;SICSIBAMBA;activo;3;36;2/01/1900;3/01/1900
413;YUNGAY;activo;3;37;2/01/1900;3/01/1900
414;CASCAPARA;activo;3;37;2/01/1900;3/01/1900
415;MANCOS;activo;3;37;2/01/1900;3/01/1900
416;MATACOTO;activo;3;37;2/01/1900;3/01/1900
417;QUILLO;activo;3;37;2/01/1900;3/01/1900
418;RANRAHIRCA;activo;3;37;2/01/1900;3/01/1900
419;SHUPLUY;activo;3;37;2/01/1900;3/01/1900
420;YANAMA;activo;3;37;2/01/1900;3/01/1900
421;ABANCAY;activo;4;38;2/01/1900;3/01/1900
422;CHACOCHE;activo;4;38;2/01/1900;3/01/1900
423;CIRCA;activo;4;38;2/01/1900;3/01/1900
424;CURAHUASI;activo;4;38;2/01/1900;3/01/1900
425;HUANIPACA;activo;4;38;2/01/1900;3/01/1900
426;LAMBRAMA;activo;4;38;2/01/1900;3/01/1900
427;PICHIRHUA;activo;4;38;2/01/1900;3/01/1900
428;SAN PEDRO DE CACHORA (Cachorro);activo;4;38;2/01/1900;3/01/1900
429;TAMBURCO;activo;4;38;2/01/1900;3/01/1900
430;ANDAHUAYLAS;activo;4;39;2/01/1900;3/01/1900
431;ANDARAPA;activo;4;39;2/01/1900;3/01/1900
432;CHIARA;activo;4;39;2/01/1900;3/01/1900
