1,estandarizacion continua y salud,activo,00/01/1900,00/01/1900
2,educacion,activo,00/01/1900,00/01/1900
3,gestion de empresas y proyectos,activo,00/01/1900,00/01/1900
4,desarrollo personal y humano,activo,00/01/1900,00/01/1900
5,contabilidad y finanzas,activo,00/01/1900,00/01/1900
6,derecho,activo,00/01/1900,00/01/1900
7,tecnologias de informacion,activo,00/01/1900,00/01/1900
8,idiomas,activo,00/01/1900,00/01/1900
